fold,recipient_image_path,recipient_species,recipient_group,donor_image_path,donor_species,donor_group,donor_mask_original_area_fraction,donor_foreground_pixels_after_resize,donor_foreground_pixels_outside_recipient_hard_mask,donor_foreground_fraction_of_full_composite,donor_foreground_fraction_of_donor_region,donor_foreground_fraction_alpha_weighted,donor_foreground_fraction_donor_region_alpha_weighted
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658435752_14811.png,1,01::003658435752,D:\datasets\Fish4Knowledge\fish_image\fish_10\fish_003953356451_11944.png,10,10::003953356451,0.09792663476874003,655,171,0.025198938992042442,0.028846153846153848,0.025392603129148483,0.02906784974038601
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658435752_17297.png,1,01::003658435752,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000013269599_08428.png,4,04::000013269599,0.15140136054421768,911,219,0.03565613806577662,0.04108047270680923,0.03727397695183754,0.04294443130493164
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658435752_19047.png,1,01::003658435752,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004237466932_11280.png,4,04::004237466932,0.10401261418007829,625,50,0.00825218682950982,0.009462528387585163,0.009993446990847588,0.011459177359938622
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658435752_19920.png,1,01::003658435752,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000034610001_03281.png,3,03::000034610001,0.13031275060144346,838,197,0.03126984126984127,0.036603493125232256,0.031860776245594025,0.037295226007699966
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658435752_21493.png,1,01::003658435752,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004585287429_19300.png,5,05::004585287429,0.15501958359101217,763,194,0.039271255060728746,0.045561296383278535,0.040344830602407455,0.04680682718753815
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658435752_23672.png,1,01::003658435752,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_001343000103_01285.png,3,03::001343000103,0.14725145338141143,798,165,0.030330882352941176,0.0347661188369153,0.03316874802112579,0.03801896050572395
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658475752_22490.png,1,01::003658475752,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004262916961_13370.png,5,05::004262916961,0.16310655636498333,1081,167,0.02484010114532203,0.02920090924986886,0.027135705575346947,0.03189951926469803
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658555752_16408.png,1,01::003658555752,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003925666379_12777.png,2,02::003925666379,0.131869918699187,1054,183,0.02269345238095238,0.025884016973125885,0.023874010890722275,0.027230555191636086
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658575752_11660.png,1,01::003658575752,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004496587272_11543.png,5,05::004496587272,0.12697368421052632,701,174,0.03059071729957806,0.0346751693901953,0.03204019367694855,0.036318179219961166
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658575752_15581.png,1,01::003658575752,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000065009596_04740.png,3,03::000065009596,0.138112255623292,786,176,0.03036576949620428,0.03490678302261008,0.032153818756341934,0.036962222307920456
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003658575752_20853.png,1,01::003658575752,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003796366083_25662.png,5,05::003796366083,0.1656301824212272,1006,290,0.047619047619047616,0.05424616535727647,0.0497053861618042,0.056622859090566635
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003659155754_19789.png,1,01::003659155754,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_003782636044_10951.png,4,04::003782636044,0.10638655462184873,598,117,0.021039381406221903,0.023824068417837508,0.022141942754387856,0.02507256157696247
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003661745760_09572.png,1,01::003661745760,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004345617073_25705.png,5,05::004345617073,0.16078270388615215,2789,767,0.04438657407407407,0.051164031752384764,0.04465821012854576,0.05147714167833328
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003661745760_09595.png,1,01::003661745760,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003484275359_15934.png,5,05::003484275359,0.14431549537932517,1595,369,0.032843791722296393,0.03814742065543265,0.033801231533288956,0.03925946727395058
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003661745760_23267.png,1,01::003661745760,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003461305323_19364.png,5,05::003461305323,0.1345107483721345,1231,11,0.0011947431302270011,0.001432105194636115,0.0028107063844799995,0.0033691152930259705
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003661765760_09573.png,1,01::003661765760,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003588955576_25656.png,5,05::003588955576,0.11296199895887558,1098,227,0.02346980976013234,0.027605496777331873,0.02385805733501911,0.028062157332897186
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003661765760_09609.png,1,01::003661765760,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003706405838_15036.png,3,03::003706405838,0.15483465132997842,1708,324,0.02918918918918919,0.033728919425359154,0.030909830704331398,0.03571716696023941
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003665095766_17407.png,1,01::003665095766,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_003754265970_16464.png,4,04::003754265970,0.13175213675213676,892,234,0.03480589022757698,0.04013722126929674,0.03594742715358734,0.041453611105680466
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003665415765_11096.png,1,01::003665415765,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004585287429_13597.png,5,05::004585287429,0.151821476254053,1686,384,0.03498542274052478,0.040463645943097995,0.035374876111745834,0.040914084762334824
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003665415765_14708.png,1,01::003665415765,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_001343000103_01285.png,3,03::001343000103,0.14725145338141143,1888,382,0.030202403542061985,0.03466110153343617,0.03172143176198006,0.03640437871217728
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003665755765_12898.png,1,01::003665755765,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003424585280_19689.png,5,05::003424585280,0.11920426065162908,611,70,0.013461538461538462,0.015503875968992248,0.016595035791397095,0.019112776964902878
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003665755765_17948.png,1,01::003665755765,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004313897038_16930.png,3,03::004313897038,0.12738648090815274,1370,287,0.026574074074074073,0.03068206115031003,0.02725011669099331,0.03146261349320412
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003665835765_22885.png,1,01::003665835765,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004345607073_25768.png,5,05::004345607073,0.14336267126395064,631,139,0.03143374038896427,0.0368114406779661,0.03322774916887283,0.038912370800971985
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003665935765_12881.png,1,01::003665935765,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003796336083_11604.png,5,05::003796336083,0.12238325281803543,598,51,0.010572139303482588,0.0125030644765874,0.012909998185932636,0.015267916955053806
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003669075772_24457.png,1,01::003669075772,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004283356991_13542.png,5,05::004283356991,0.12414383561643835,1496,287,0.02378978779840849,0.02731252379139703,0.024372940883040428,0.02798202820122242
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003669315772_22433.png,1,01::003669315772,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000000019599_07753.png,4,04::000000019599,0.13786966046002191,849,98,0.015765765765765764,0.018208844295800816,0.01833171583712101,0.02117241732776165
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003678275781_15571.png,1,01::003678275781,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004476147256_16145.png,5,05::004476147256,0.1564935064935065,1065,245,0.036442064554514354,0.042161418000344175,0.0378645658493042,0.043807171285152435
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003678355781_17343.png,1,01::003678355781,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004313897038_16931.png,3,03::004313897038,0.12914862914862915,830,194,0.030199252801992527,0.034336283185840706,0.031110409647226334,0.035372260957956314
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003678355781_21754.png,1,01::003678355781,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003679825782_16763.png,2,02::003679825782,0.13582342954159593,934,147,0.02125506072874494,0.02422145328719723,0.02394985593855381,0.027292339131236076
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003678415781_14929.png,1,01::003678415781,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_001379000103_01426.png,3,03::001379000103,0.14130434782608695,882,223,0.036366601435094584,0.04136523836023001,0.038617417216300964,0.04392543062567711
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003678585781_14930.png,1,01::003678585781,D:\datasets\Fish4Knowledge\fish_image\fish_09\fish_003527595419_09667.png,9,09::003527595419,0.10553909277410531,1647,180,0.011609907120743035,0.013198416190057193,0.012358689680695534,0.014049650169909
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003678745781_20747.png,1,01::003678745781,D:\datasets\Fish4Knowledge\fish_image\fish_07\fish_000001229596_03677.png,7,07::000001229596,0.09401540588583844,2595,382,0.013794597717752419,0.01588159481145803,0.014026668854057789,0.016148775815963745
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003680045782_09952.png,1,01::003680045782,D:\datasets\Fish4Knowledge\fish_image\fish_07\fish_000071289596_04963.png,7,07::000071289596,0.12272441933458883,638,248,0.047987616099071206,0.05495235984932417,0.048551104962825775,0.05559762939810753
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003681415782_09202.png,1,01::003681415782,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004313497037_12985.png,4,04::004313497037,0.12899305555555557,1190,317,0.034248055315471045,0.038848039215686275,0.03504570573568344,0.03975282609462738
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003681415782_15182.png,1,01::003681415782,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004182506838_27332.png,4,04::004182506838,0.14692012967875037,1260,292,0.034352941176470586,0.039353099730458224,0.035746149718761444,0.04094909504055977
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003681415782_15346.png,1,01::003681415782,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003805336105_17796.png,3,03::003805336105,0.12302737520128824,1180,208,0.021599169262720666,0.024418877670814746,0.022747492417693138,0.02571711130440235
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003682415784_17224.png,1,01::003682415784,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000003279599_07906.png,4,04::000003279599,0.14762544802867383,3490,249,0.010570555272542028,0.01269889840881273,0.011038222350180149,0.013260727748274803
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003683105784_14735.png,1,01::003683105784,D:\datasets\Fish4Knowledge\fish_image\fish_09\fish_379176607509_09658.png,9,09::379176607509,0.0909555007232196,562,75,0.012329442709189545,0.014431402732345585,0.013169386424124241,0.015414541587233543
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003683185784_16881.png,1,01::003683185784,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000018939599_08734.png,4,04::000018939599,0.11330409356725146,854,214,0.028601978080727078,0.0328775541557843,0.029727531597018242,0.03417136147618294
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003683185784_25130.png,1,01::003683185784,D:\datasets\Fish4Knowledge\fish_image\fish_14\fish_000026690001_02687.png,14,14::000026690001,0.18345771144278608,1350,466,0.06304112554112554,0.07276702061211743,0.06445755064487457,0.07440196722745895
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003683305784_17331.png,1,01::003683305784,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003645355716_14251.png,3,03::003645355716,0.11871577899452464,670,41,0.007290184921763869,0.0085381091211995,0.009302825666964054,0.010895270854234695
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003689555794_14736.png,1,01::003689555794,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003796336083_19731.png,5,05::003796336083,0.13749041656018401,1162,323,0.037384259259259256,0.04307815417444652,0.03834615647792816,0.0441865548491478
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003689905794_09058.png,1,01::003689905794,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_004427327186_26443.png,2,02::004427327186,0.14262820512820512,829,186,0.03163265306122449,0.036123519129928144,0.03370232507586479,0.0384870208799839
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003690435794_11654.png,1,01::003690435794,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_000072479596_04988.png,2,02::000072479596,0.1528621682123441,1473,349,0.03647575250836121,0.04196224600216424,0.037485793232917786,0.043124210089445114
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003690435794_17355.png,1,01::003690435794,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000013490001_01320.png,3,03::000013490001,0.15575807787903895,1130,237,0.032447973713033956,0.03744667404013272,0.03439708799123764,0.03969605267047882
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003690435794_18930.png,1,01::003690435794,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000065009596_04740.png,3,03::000065009596,0.138112255623292,1131,286,0.03504901960784314,0.04043545878693624,0.035727258771657944,0.04121793061494827
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003690435794_20090.png,1,01::003690435794,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004585287429_13597.png,5,05::004585287429,0.151821476254053,767,110,0.021517996870109544,0.0255338904363974,0.02405291423201561,0.028541898354887962
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003690435794_20383.png,1,01::003690435794,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004559497386_17012.png,3,03::004559497386,0.14083391977480647,1252,167,0.018742985409652076,0.02175045584787705,0.020236408337950706,0.023483511060476303
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003690435794_23553.png,1,01::003690435794,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004585287429_11642.png,5,05::004585287429,0.12486471861471861,1129,318,0.03494505494505495,0.03977485928705441,0.03574688360095024,0.04068750888109207
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003690455794_23337.png,1,01::003690455794,D:\datasets\Fish4Knowledge\fish_image\fish_09\fish_003527595419_09663.png,9,09::003527595419,0.13261880165289255,832,134,0.020989974937343357,0.024609733700642792,0.022180045023560524,0.026005035266280174
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003692285800_26679.png,1,01::003692285800,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004262916961_13499.png,5,05::004262916961,0.14390756302521007,1598,276,0.024891774891774892,0.02881603675088745,0.025747720152139664,0.029806924983859062
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003693565804_24059.png,1,01::003693565804,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003713415850_14565.png,2,02::003713415850,0.12805662805662807,1605,640,0.05060088551549652,0.05656708502739968,0.05107109993696213,0.05709274113178253
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003693695804_10312.png,1,01::003693695804,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000068759598_06385.png,4,04::000068759598,0.14200680272108843,3778,656,0.024459358687546607,0.027860358447294658,0.02521403692662716,0.02871997281908989
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003693835805_27065.png,1,01::003693835805,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004182896838_09331.png,4,04::004182896838,0.14659090909090908,825,243,0.043146306818181816,0.04871692060946271,0.04448799788951874,0.05023183673620224
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003693915805_18913.png,1,01::003693915805,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000005509599_08036.png,4,04::000005509599,0.13120791245791247,762,118,0.020205479452054795,0.02379991932230738,0.02168959565460682,0.025548050180077553
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003693915805_18919.png,1,01::003693915805,D:\datasets\Fish4Knowledge\fish_image\fish_06\fish_000004210001_00017.png,6,06::000004210001,0.13322856643967174,941,137,0.01970655926352129,0.022932708403080013,0.020898044109344482,0.024319250136613846
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003693985804_18525.png,1,01::003693985804,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_003903596329_13434.png,4,04::003903596329,0.10077319587628866,1917,310,0.0164021164021164,0.019253462517856035,0.01708494871854782,0.020054997876286507
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003694385805_23329.png,1,01::003694385805,D:\datasets\Fish4Knowledge\fish_image\fish_16\fish_000011679594_03520.png,16,16::000011679594,0.11431297709923664,659,124,0.021527777777777778,0.025030278562777553,0.022647306323051453,0.026331951841711998
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003695575806_13833.png,1,01::003695575806,D:\datasets\Fish4Knowledge\fish_image\fish_15\fish_004282166989_11367.png,15,15::004282166989,0.11038781163434903,922,135,0.016544117647058824,0.019116397621070518,0.01746649667620659,0.020182188600301743
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003695595806_17385.png,1,01::003695595806,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004182876838_22268.png,4,04::004182876838,0.1129800307219662,3734,832,0.025144307775998066,0.028549859309587537,0.025177495554089546,0.028587542474269867
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698265825_15572.png,1,01::003698265825,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003495995372_11489.png,2,02::003495995372,0.1386504120879121,1738,391,0.03090909090909091,0.036003683241252304,0.03139837458729744,0.0365736149251461
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698265825_20063.png,1,01::003698265825,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003752955961_12552.png,5,05::003752955961,0.1534138135760934,1487,292,0.030103092783505155,0.034911525585844094,0.031516313552856445,0.03655048459768295
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698265825_25494.png,1,01::003698265825,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003742335918_09067.png,5,05::003742335918,0.1588295425504728,1947,451,0.03665176757415685,0.04196519959058342,0.03822367265820503,0.043764982372522354
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698275825_13022.png,1,01::003698275825,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004182896838_15806.png,4,04::004182896838,0.11533816425120773,710,177,0.028474903474903474,0.032741398446170925,0.028847476467490196,0.03316979482769966
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698275825_13849.png,1,01::003698275825,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000005509599_08038.png,4,04::000005509599,0.12166535467506341,541,96,0.0213903743315508,0.024967490247074123,0.02264540269970894,0.026432396844029427
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_14621.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000013320001_01226.png,3,03::000013320001,0.16306527066161727,2452,783,0.052962662337662336,0.06043065524426951,0.053540877997875214,0.06109040230512619
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_16421.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004282516990_17234.png,3,03::004282516990,0.14835533676437682,3660,923,0.03748375568551007,0.04247779465230798,0.037879373878240585,0.0429261215031147
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_20087.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_14\fish_000026690001_02692.png,14,14::000026690001,0.1319200854049108,2551,952,0.04933665008291874,0.055744232345707925,0.04976479336619377,0.05622798204421997
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_21784.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000033820001_03153.png,3,03::000033820001,0.15254872563718141,4056,1304,0.048912228057014256,0.05523317378965649,0.04972944036126137,0.05615599453449249
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_21991.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003924226368_20737.png,5,05::003924226368,0.14961322081575246,2976,689,0.034741831383622426,0.039905015637669405,0.03509281575679779,0.040308158844709396
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_24319.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_003421525277_19836.png,4,04::003421525277,0.12766283524904215,5100,518,0.012952914405741292,0.015221863062004114,0.013451317325234413,0.01580757088959217
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_25502.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_003903286329_09477.png,4,04::003903286329,0.11391129032258064,2124,589,0.030969030969030968,0.03518728717366629,0.03152505308389664,0.03581904247403145
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698725825_26559.png,1,01::003698725825,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003571385521_21356.png,5,05::003571385521,0.17083811710677382,2318,756,0.05625,0.06408408917521403,0.05684365704655647,0.06476042419672012
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698735825_13892.png,1,01::003698735825,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_000004249599_07956.png,4,04::000004249599,0.13971665852467025,1052,142,0.018336776859504134,0.02189330866481653,0.019485631957650185,0.023264991119503975
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698735825_26509.png,1,01::003698735825,D:\datasets\Fish4Knowledge\fish_image\fish_13\fish_000001399597_05010.png,13,13::000001399597,0.1218350779299784,1212,186,0.01882591093117409,0.02174929840972872,0.019490132108330727,0.022516662254929543
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698755825_26557.png,1,01::003698755825,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_004521517325_16941.png,3,03::004521517325,0.11264822134387352,1319,189,0.01607142857142857,0.01821686746987952,0.017134416848421097,0.019421758130192757
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698755825_26558.png,1,01::003698755825,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003481635355_11631.png,5,05::003481635355,0.13260869565217392,1500,458,0.041057821604661586,0.04646444151364513,0.041385479271411896,0.04683524742722511
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003698775825_15879.png,1,01::003698775825,D:\datasets\Fish4Knowledge\fish_image\fish_11\fish_004402427135_09635.png,11,11::004402427135,0.11906474820143885,1971,426,0.02568121533638775,0.029013144452768508,0.02622753009200096,0.02963033877313137
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003700495833_09174.png,1,01::003700495833,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003651925728_23875.png,3,03::003651925728,0.13993003498250875,1708,448,0.036601307189542485,0.04146996204757938,0.03729379549622536,0.04225456714630127
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003700695834_25474.png,1,01::003700695834,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004237256933_26989.png,4,04::004237256933,0.10728910728910729,1870,170,0.009665131616351129,0.011047569534702366,0.010112743824720383,0.011559205129742622
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003700955834_25406.png,1,01::003700955834,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003809616114_24265.png,3,03::003809616114,0.13504273504273503,1727,246,0.01927144535840188,0.022365669606327847,0.020186958834528923,0.0234281774610281
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701135833_24747.png,1,01::003701135833,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003590215584_12548.png,5,05::003590215584,0.10462242562929062,703,44,0.006464883925947693,0.007819441976186245,0.007327626459300518,0.008862950839102268
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701145834_21487.png,1,01::003701145834,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_003895176309_16883.png,3,03::003895176309,0.12909587378640777,2245,598,0.03460648148148148,0.0395398042845808,0.03489324823021889,0.039867449551820755
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701215834_17218.png,1,01::003701215834,D:\datasets\Fish4Knowledge\fish_image\fish_10\fish_003953266451_11817.png,10,10::003953266451,0.0889423076923077,933,289,0.027586865215731195,0.031664292757751726,0.027969015762209892,0.032102927565574646
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701235834_20920.png,1,01::003701235834,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_003696665808_21219.png,4,04::003696665808,0.13240418118466898,2321,596,0.033700876448968055,0.03898482469911042,0.03411651775240898,0.039465632289648056
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701385834_23559.png,1,01::003701385834,D:\datasets\Fish4Knowledge\fish_image\fish_02\fish_003444995304_23608.png,2,02::003444995304,0.13397435897435897,4012,415,0.013827802212448354,0.016085894802124114,0.014510756358504295,0.016880376264452934
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701745833_09193.png,1,01::003701745833,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_003421475277_23946.png,4,04::003421475277,0.11763877148492533,916,147,0.019485683987274655,0.022463325183374083,0.021229198202490807,0.024473270401358604
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701745833_09196.png,1,01::003701745833,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_004262916961_19546.png,5,05::004262916961,0.09811641191909835,845,267,0.031785714285714285,0.03644553644553645,0.032229382544755936,0.03695424646139145
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003701745833_22854.png,1,01::003701745833,D:\datasets\Fish4Knowledge\fish_image\fish_04\fish_004205466876_16454.png,4,04::004205466876,0.1126152073732719,829,158,0.021599453178400545,0.024625935162094763,0.02273748628795147,0.02592342719435692
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003702045833_09190.png,1,01::003702045833,D:\datasets\Fish4Knowledge\fish_image\fish_06\fish_000004210001_00017.png,6,06::000004210001,0.13322856643967174,1007,160,0.021052631578947368,0.023873470605789315,0.02321452833712101,0.026325039565563202
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003702175833_22708.png,1,01::003702175833,D:\datasets\Fish4Knowledge\fish_image\fish_05\fish_003481635355_11614.png,5,05::003481635355,0.15231481481481482,2325,645,0.042345063025210086,0.049259202688254164,0.04246828705072403,0.049402546137571335
2,D:\datasets\Fish4Knowledge\fish_image\fish_01\fish_003707135844_20292.png,1,01::003707135844,D:\datasets\Fish4Knowledge\fish_image\fish_03\fish_000040729596_04397.png,3,03::000040729596,0.1142156862745098,1146,239,0.023938301282051284,0.027690881705480244,0.024664707481861115,0.028531160205602646
